twelvth_beat,pitch,prediction,anomaly score
2.5,2.0,3.482100157418705,0.0
3.0,3.0,3.482100157418705,0.0
4.0,2.0,3.482100157418705,0.0
4.5,6.0,3.482100157418705,0.025000000000000001
5.0,3.0,3.482100157418705,0.0
5.5,2.0,3.482100157418705,0.0
6.0,3.0,3.482100157418705,0.0
7.0,2.0,3.482100157418705,0.0
7.5,6.0,3.482100157418705,0.0
8.0,3.0,3.482100157418705,0.0
8.5,1.0,3.482100157418705,0.0
9.0,4.0,3.482100157418705,0.0
10.0,6.0,3.482100157418705,0.0
10.5,2.0,3.482100157418705,0.0
11.5,4.0,3.482100157418705,0.0
12.0,7.0,3.482100157418705,0.20000000000000001
12.5,7.0,3.482100157418705,0.0
13.0,2.0,3.482100157418705,0.0
13.125,4.0,3.482100157418705,0.0
13.25,7.0,3.482100157418705,0.0
13.375,2.0,3.482100157418705,0.0
13.5,4.0,3.482100157418705,0.0
14.5,2.0,3.482100157418705,0.0
15.0,3.0,3.482100157418705,0.0
16.0,2.0,3.482100157418705,0.0
16.5,6.0,3.482100157418705,0.0
17.0,3.0,3.482100157418705,0.0
17.5,2.0,3.482100157418705,0.0
18.0,3.0,3.482100157418705,0.0
19.0,2.0,3.482100157418705,0.0
19.5,6.0,3.482100157418705,0.0
20.0,3.0,3.482100157418705,0.0
20.5,1.0,3.482100157418705,0.0
21.0,4.0,3.482100157418705,0.0
22.0,6.0,3.482100157418705,0.0
22.5,2.0,3.482100157418705,0.0
23.5,4.0,3.482100157418705,0.0
24.0,5.0,3.482100157418705,0.0
24.5,4.0,3.482100157418705,0.0
25.0,7.0,3.482100157418705,0.0
25.5,2.0,3.482100157418705,0.0
26.5,3.0,3.482100157418705,0.0
27.0,4.0,3.482100157418705,0.0
28.0,6.0,3.482100157418705,0.0
28.125,1.0,3.482100157418705,0.0
28.25,4.0,3.482100157418705,0.0
28.375,6.0,3.482100157418705,0.20000000000000001
28.5,1.0,3.482100157418705,0.0
29.0,4.0,3.482100157418705,0.0
32.5,2.0,3.482100157418705,0.0
33.0,3.0,3.482100157418705,0.0
34.0,2.0,3.482100157418705,0.074999999999999997
34.5,6.0,3.482100157418705,0.0
35.0,3.0,3.482100157418705,0.074999999999999997
35.5,2.0,3.482100157418705,0.0
36.0,3.0,3.482100157418705,0.0
37.0,2.0,3.482100157418705,0.0
37.5,6.0,3.482100157418705,0.025000000000000001
38.0,3.0,3.482100157418705,0.0
38.5,1.0,3.482100157418705,0.0
39.0,4.0,3.482100157418705,0.0
40.0,6.0,3.482100157418705,0.0
40.5,2.0,3.482100157418705,0.0
41.5,4.0,3.482100157418705,0.0
42.0,7.0,3.482100157418705,0.20000000000000001
42.5,7.0,3.482100157418705,0.0
43.0,2.0,3.482100157418705,0.0
43.125,4.0,3.482100157418705,0.0
43.25,7.0,3.482100157418705,0.0
43.375,2.0,3.482100157418705,0.0
43.5,4.0,3.482100157418705,0.0
44.5,2.0,3.482100157418705,0.0
45.0,3.0,3.482100157418705,0.0
46.0,2.0,3.482100157418705,0.0
46.5,6.0,3.482100157418705,0.0
47.0,3.0,3.482100157418705,0.0
47.5,2.0,3.482100157418705,0.0
48.0,3.0,3.482100157418705,0.0
49.0,2.0,3.482100157418705,0.0
49.5,6.0,3.482100157418705,0.0
50.0,3.0,3.482100157418705,0.0
50.5,1.0,3.482100157418705,0.0
51.0,4.0,3.482100157418705,0.0
52.0,6.0,3.482100157418705,0.0
52.5,2.0,3.482100157418705,0.0
53.5,4.0,3.482100157418705,0.0
54.0,5.0,3.482100157418705,0.0
54.5,4.0,3.482100157418705,0.0
55.0,7.0,3.482100157418705,0.0
55.5,2.0,3.482100157418705,0.0
136.0,3.0,3.482100157418705,0.0
136.5,2.0,3.482100157418705,0.0
137.5,3.0,3.482100157418705,0.0
138.0,3.0,3.482100157418705,0.0
138.5,3.0,3.482100157418705,0.0
142.5,1.0,3.482100157418705,0.0
143.0,6.0,3.482100157418705,0.90000000000000002
143.5,4.0,3.482100157418705,0.0
144.0,2.0,3.482100157418705,0.0
144.5,4.0,3.482100157418705,0.074999999999999997
145.0,6.0,3.482100157418705,0.0
145.5,1.0,3.482100157418705,0.0
146.0,4.0,3.482100157418705,0.0
146.5,6.0,3.482100157418705,0.20000000000000001
147.0,4.0,3.482100157418705,0.0
147.25,3.0,3.482100157418705,0.0
147.5,5.0,3.482100157418705,0.0
147.75,7.0,3.482100157418705,0.875
148.0,2.0,3.482100157418705,0.0
148.25,4.0,3.482100157418705,0.0
148.5,6.0,3.482100157418705,0.20000000000000001
148.75,8.0,3.482100157418705,0.0
149.0,3.0,3.482100157418705,0.0
149.25,5.0,3.482100157418705,0.0
149.5,7.0,3.482100157418705,0.0
149.75,2.0,3.482100157418705,0.0
150.0,4.0,3.482100157418705,0.0
154.5,2.0,3.482100157418705,0.0
154.75,4.0,3.482100157418705,0.0
155.0,7.0,3.482100157418705,0.0
155.25,4.0,3.482100157418705,0.0
155.5,5.0,3.482100157418705,0.0
155.75,4.0,3.482100157418705,0.0
156.0,3.0,3.482100157418705,0.0
156.25,4.0,3.482100157418705,0.0
156.5,5.0,3.482100157418705,0.0
156.75,4.0,3.482100157418705,0.0
157.0,7.0,3.482100157418705,0.0
157.25,4.0,3.482100157418705,0.0
157.5,2.0,3.482100157418705,0.0
157.75,4.0,3.482100157418705,0.074999999999999997
158.0,5.0,3.482100157418705,0.0
158.25,4.0,3.482100157418705,0.0
158.5,7.0,3.482100157418705,0.90000000000000002
158.75,4.0,3.482100157418705,0.074999999999999997
159.0,5.0,3.482100157418705,0.0
161.5,8.0,3.482100157418705,0.0
161.75,4.0,3.482100157418705,0.0
162.0,3.0,3.482100157418705,0.0
162.25,4.0,3.482100157418705,0.0
162.5,5.0,3.482100157418705,0.0
162.75,4.0,3.482100157418705,0.074999999999999997
163.0,7.0,3.482100157418705,0.0
163.25,4.0,3.482100157418705,0.074999999999999997
163.5,2.0,3.482100157418705,0.0
163.75,4.0,3.482100157418705,0.0
164.0,5.0,3.482100157418705,0.0
164.25,4.0,3.482100157418705,0.0
164.5,7.0,3.482100157418705,0.90000000000000002
164.75,4.0,3.482100157418705,0.074999999999999997
165.0,5.0,3.482100157418705,0.0
167.5,8.0,3.482100157418705,0.0
167.75,4.0,3.482100157418705,0.0
168.0,3.0,3.482100157418705,0.0
168.25,4.0,3.482100157418705,0.0
168.5,5.0,3.482100157418705,0.0
168.75,4.0,3.482100157418705,0.074999999999999997
169.0,7.0,3.482100157418705,0.0
169.25,4.0,3.482100157418705,0.074999999999999997
169.5,2.0,3.482100157418705,0.0
169.75,4.0,3.482100157418705,0.0
170.0,5.0,3.482100157418705,0.0
170.25,4.0,3.482100157418705,0.0
170.5,7.0,3.482100157418705,0.90000000000000002
170.75,4.0,3.482100157418705,0.074999999999999997
171.0,5.0,3.482100157418705,0.0
171.25,4.0,3.482100157418705,0.0
171.5,9.0,3.482100157418705,0.0
171.75,4.0,3.482100157418705,0.0
172.0,8.0,3.482100157418705,0.0
172.25,5.0,3.482100157418705,0.0
172.5,4.0,3.482100157418705,0.0
172.75,4.0,3.482100157418705,0.0
173.0,9.0,3.482100157418705,0.0
173.25,4.0,3.482100157418705,0.0
173.5,8.0,3.482100157418705,0.875
173.75,5.0,3.482100157418705,0.0
174.0,4.0,3.482100157418705,0.0
174.25,5.0,3.482100157418705,0.0
174.5,8.0,3.482100157418705,0.0
174.75,4.0,3.482100157418705,0.0
175.0,5.0,3.482100157418705,0.0
175.25,8.0,3.482100157418705,0.0
175.5,4.0,3.482100157418705,0.0
175.75,6.0,3.482100157418705,0.0
176.0,4.0,3.482100157418705,0.0
176.25,2.0,3.482100157418705,0.0
176.5,7.0,3.482100157418705,0.22500000000000001
176.75,5.0,3.482100157418705,0.0
177.0,3.0,3.482100157418705,0.0
182.0,3.0,3.482100157418705,0.0
182.5,6.0,3.482100157418705,0.0
183.0,2.0,3.482100157418705,0.0
184.0,5.0,3.482100157418705,0.0
184.5,8.0,3.482100157418705,0.20000000000000001
185.5,3.0,3.482100157418705,0.0
186.0,8.0,3.482100157418705,0.0
187.5,4.0,3.482100157418705,0.0
194.0,3.0,3.482100157418705,0.0
194.5,6.0,3.482100157418705,0.22500000000000001
195.0,9.0,3.482100157418705,0.0
195.0,6.0,3.482100157418705,0.0
196.0,5.0,3.482100157418705,0.0
196.5,2.0,3.482100157418705,0.0
